codMunicipio;regiao;estado;municipionome;municipiopopulacao;municipiocapital;qtdCrascomInternet;qtdCrassemInternet;qtdCreascomInternet;qtdCreassemInternet;qtd15a17anos;qtd18a24anos;qtdQualquerIdade;qtdSexoFemininoDe15a24Anos
4107850;S;PR;FLOR DA SERRA DO SUL;4725;N;0;0;0;0;0;0;2988;271
4107801;S;PR;FLORAI;5050;N;0;0;0;0;0;0;1808;200
4107900;S;PR;FLORESTA;5921;N;0;0;0;0;0;0;2277;221
4108007;S;PR;FLORESTOPOLIS;11220;N;0;0;0;0;0;0;6228;550
4108106;S;PR;FLORIDA;2540;N;0;0;0;0;0;0;911;73
4108205;S;PR;FORMOSA DO OESTE;7543;N;0;0;0;0;0;0;3157;275
4108304;S;PR;FOZ DO IGUACU;256081;N;0;0;0;0;0;0;89635;8597
4108452;S;PR;FOZ DO JORDAO;5414;N;0;0;0;0;0;0;4649;462
4108320;S;PR;FRANCISCO ALVES;6424;N;0;0;0;0;0;0;3440;310
4108403;S;PR;FRANCISCO BELTRAO;78957;N;0;0;0;0;0;0;24821;2446
4108502;S;PR;GENERAL CARNEIRO;13667;N;0;0;0;0;0;0;7779;721
4108551;S;PR;GODOY MOREIRA;3337;N;0;0;0;0;0;0;1999;155
4108601;S;PR;GOIOERE;29024;N;0;0;0;0;0;0;8360;876
4108650;S;PR;GOIOXIM;7504;N;0;0;0;0;0;0;5736;523
4108700;S;PR;GRANDES RIOS;6625;N;0;0;0;0;0;0;4338;427
4108809;S;PR;GUAIRA;30669;N;0;0;0;0;0;0;14790;1329
4108908;S;PR;GUAIRACA;6194;N;0;0;0;0;0;0;3347;337
4108957;S;PR;GUAMIRANGA;7900;N;0;0;0;0;0;0;4309;454
4109005;S;PR;GUAPIRAMA;3886;N;0;0;0;0;0;0;2344;242
4109104;S;PR;GUAPOREMA;2218;N;0;0;0;0;0;0;944;85
4109203;S;PR;GUARACI;5247;N;0;0;0;0;0;0;2471;248
4109302;S;PR;GUARANIACU;14583;N;0;0;0;0;0;0;6403;652
4109401;S;PR;GUARAPUAVA;167463;N;0;0;0;0;0;0;67505;6852
4109500;S;PR;GUARAQUECABA;7870;N;0;0;0;0;0;0;6368;607
4109609;S;PR;GUARATUBA;32088;N;0;0;0;0;0;0;16278;1488
4109658;S;PR;HONORIO SERPA;5960;N;0;0;0;0;0;0;3429;344
4109708;S;PR;IBAITI;28725;N;0;0;0;0;0;0;15290;1312
4109757;S;PR;IBEMA;6066;N;0;0;0;0;0;0;3868;367
4109807;S;PR;IBIPORA;48200;N;0;0;0;0;0;0;14167;1200
4109906;S;PR;ICARAIMA;8839;N;0;0;0;0;0;0;3094;246
4110003;S;PR;IGUARACU;3992;N;0;0;0;0;0;0;1159;95
4110052;S;PR;IGUATU;2233;N;0;0;0;0;0;0;1306;109
4110078;S;PR;IMBAU;11276;N;0;0;0;0;0;0;6974;689
4110102;S;PR;IMBITUVA;28455;N;0;0;0;0;0;0;12792;1206
4110201;S;PR;INACIO MARTINS;10943;N;0;0;0;0;0;0;8340;744
4110300;S;PR;INAJA;2988;N;0;0;0;0;0;0;2280;181
4110409;S;PR;INDIANOPOLIS;4299;N;0;0;0;0;0;0;1144;96
4110508;S;PR;IPIRANGA;14153;N;0;0;0;0;0;0;7754;693
4110607;S;PR;IPORA;14964;N;0;0;0;0;0;0;6547;663
4110656;S;PR;IRACEMA DO OESTE;2578;N;0;0;0;0;0;0;1133;83
4110706;S;PR;IRATI;56288;N;0;0;0;0;0;0;11611;1042
4110805;S;PR;IRETAMA;10602;N;0;0;0;0;0;0;5905;544
4110904;S;PR;ITAGUAJE;4568;N;0;0;0;0;0;0;2948;291
4110953;S;PR;ITAIPULANDIA;9027;N;0;0;0;0;0;0;4385;370
4111001;S;PR;ITAMBARACA;6759;N;0;0;0;0;0;0;4311;340
4111100;S;PR;ITAMBE;5977;N;0;0;0;0;0;0;2718;264
4111209;S;PR;ITAPEJARA D'OESTE;10532;N;0;0;0;0;0;0;5143;510
4111258;S;PR;ITAPERUCU;23899;N;0;0;0;0;0;0;15045;1581
4111308;S;PR;ITAUNA DO SUL;3585;N;0;0;0;0;0;0;2256;205
4111407;S;PR;IVAI;12806;N;0;0;0;0;0;0;8009;694
4111506;S;PR;IVAIPORA;31812;N;0;0;0;0;0;0;16501;1561
4111555;S;PR;IVATE;7524;N;0;0;0;0;0;0;3326;338
4111605;S;PR;IVATUBA;3008;N;0;0;0;0;0;0;883;95
4111704;S;PR;JABOTI;4895;N;0;0;0;0;0;0;2656;245
4111803;S;PR;JACAREZINHO;39093;N;0;0;0;0;0;0;18309;1800
4111902;S;PR;JAGUAPITA;12256;N;0;0;0;0;0;0;5236;491
4112009;S;PR;JAGUARIAIVA;32616;N;0;0;0;0;0;0;11881;1169
4112108;S;PR;JANDAIA DO SUL;20283;N;0;0;0;0;0;0;7970;753
4112207;S;PR;JANIOPOLIS;6536;N;0;0;0;0;0;0;3407;313
4112306;S;PR;JAPIRA;4910;N;0;0;0;0;0;0;2972;241
4112405;S;PR;JAPURA;8547;N;0;0;0;0;0;0;2543;250
4112504;S;PR;JARDIM ALEGRE;12325;N;0;0;0;0;0;0;8665;687
4112603;S;PR;JARDIM OLINDA;1409;N;0;0;0;0;0;0;727;75
4112702;S;PR;JATAIZINHO;11859;N;0;0;0;0;0;0;6307;585
4112751;S;PR;JESUITAS;9001;N;0;0;0;0;0;0;4592;402
4112801;S;PR;JOAQUIM TAVORA;10735;N;0;0;0;0;0;0;5248;485
4112900;S;PR;JUNDIAI DO SUL;3433;N;0;0;0;0;0;0;2898;236
4112959;S;PR;JURANDA;7641;N;0;0;0;0;0;0;3239;321
4113007;S;PR;JUSSARA;6613;N;0;0;0;0;0;0;3501;296
4113106;S;PR;KALORE;4503;N;0;0;0;0;0;0;2402;245
4113205;S;PR;LAPA;44936;N;0;0;0;0;0;0;17421;1581
4113254;S;PR;LARANJAL;6361;N;0;0;0;0;0;0;5014;512
4113304;S;PR;LARANJEIRAS DO SUL;30783;N;0;0;0;0;0;0;11482;1116
4113403;S;PR;LEOPOLIS;4145;N;0;0;0;0;0;0;2703;222
4113429;S;PR;LIDIANOPOLIS;3972;N;0;0;0;0;0;0;2558;234
4113452;S;PR;LINDOESTE;5363;N;0;0;0;0;0;0;3428;321
4113502;S;PR;LOANDA;21211;N;0;0;0;0;0;0;7855;693
4113601;S;PR;LOBATO;4392;N;0;0;0;0;0;0;1289;92
4113700;S;PR;LONDRINA;506645;N;0;0;0;0;0;0;120213;10451
4113734;S;PR;LUIZIANA;7317;N;0;0;0;0;0;0;4313;394
4113759;S;PR;LUNARDELLI;5156;N;0;0;0;0;0;0;3621;306
4113809;S;PR;LUPIONOPOLIS;4592;N;0;0;0;0;0;0;3332;266
4113908;S;PR;MALLET;12973;N;0;0;0;0;0;0;5443;587
4114005;S;PR;MAMBORE;13968;N;0;0;0;0;0;0;4598;379
4114104;S;PR;MANDAGUACU;19784;N;0;0;0;0;0;0;7388;801
4114203;S;PR;MANDAGUARI;32669;N;0;0;0;0;0;0;12524;1135
4114302;S;PR;MANDIRITUBA;22235;N;0;0;0;0;0;0;8402;741
4114351;S;PR;MANFRINOPOLIS;3127;N;0;0;0;0;0;0;1693;144
4114401;S;PR;MANGUEIRINHA;17041;N;0;0;0;0;0;0;8306;867
4114500;S;PR;MANOEL RIBAS;13164;N;0;0;0;0;0;0;5475;508
4114609;S;PR;MARECHAL CANDIDO RONDON;46799;N;0;0;0;0;0;0;12449;1417
4114708;S;PR;MARIA HELENA;5956;N;0;0;0;0;0;0;2861;277
4114807;S;PR;MARIALVA;31972;N;0;0;0;0;0;0;13537;1211
4114906;S;PR;MARILANDIA DO SUL;8855;N;0;0;0;0;0;0;5186;478
4115002;S;PR;MARILENA;6854;N;0;0;0;0;0;0;3928;380
4115101;S;PR;MARILUZ;10224;N;0;0;0;0;0;0;7131;670
4115200;S;PR;MARINGA;357117;N;0;0;0;0;0;0;76297;6796
4115309;S;PR;MARIOPOLIS;6269;N;0;0;0;0;0;0;2443;200
4115358;S;PR;MARIPA;5691;N;0;0;0;0;0;0;1445;139
4115408;S;PR;MARMELEIRO;13909;N;0;0;0;0;0;0;7288;642
4115457;S;PR;MARQUINHO;4983;N;0;0;0;0;0;0;3466;342
4115507;S;PR;MARUMBI;4599;N;0;0;0;0;0;0;1856;176
4115606;S;PR;MATELANDIA;16077;N;0;0;0;0;0;0;7581;708
4115705;S;PR;MATINHOS;29426;N;0;0;0;0;0;0;13864;1300
4115739;S;PR;MATO RICO;3822;N;0;0;0;0;0;0;3044;287
4115754;S;PR;MAUA DA SERRA;8553;N;0;0;0;0;0;0;4361;419
4115804;S;PR;MEDIANEIRA;41830;N;0;0;0;0;0;0;10579;913
4115853;S;PR;MERCEDES;5046;N;0;0;0;0;0;0;1475;140
4115903;S;PR;MIRADOR;2327;N;0;0;0;0;0;0;1697;173
4116000;S;PR;MIRASELVA;1858;N;0;0;0;0;0;0;1010;76
4116059;S;PR;MISSAL;10474;N;0;0;0;0;0;0;6173;586
4116109;S;PR;MOREIRA SALES;12606;N;0;0;0;0;0;0;6191;638
4116208;S;PR;MORRETES;15718;N;0;0;0;0;0;0;8827;899
4116307;S;PR;MUNHOZ DE MELO;3678;N;0;0;0;0;0;0;1832;153
4116406;S;PR;NOSSA SENHORA DAS GRACAS;3834;N;0;0;0;0;0;0;1734;178
4116505;S;PR;NOVA ALIANCA DO IVAI;1433;N;0;0;0;0;0;0;848;92
4116604;S;PR;NOVA AMERICA DA COLINA;3480;N;0;0;0;0;0;0;2125;172
4116703;S;PR;NOVA AURORA;11871;N;0;0;0;0;0;0;4802;473
4116802;S;PR;NOVA CANTU;7425;N;0;0;0;0;0;0;5133;504
4116901;S;PR;NOVA ESPERANCA;26613;N;0;0;0;0;0;0;10180;1021
4116950;S;PR;NOVA ESPERANCA DO SUDOESTE;5110;N;0;0;0;0;0;0;2549;215
4117008;S;PR;NOVA FATIMA;8153;N;0;0;0;0;0;0;5301;484
4117057;S;PR;NOVA LARANJEIRAS;11239;N;0;0;0;0;0;0;7608;726
4117107;S;PR;NOVA LONDRINA;13069;N;0;0;0;0;0;0;6703;609
4117206;S;PR;NOVA OLIMPIA;5506;N;0;0;0;0;0;0;2485;224
4117255;S;PR;NOVA PRATA DO IGUACU;10369;N;0;0;0;0;0;0;3969;335
4117214;S;PR;NOVA SANTA BARBARA;3911;N;0;0;0;0;0;0;2040;174
4117222;S;PR;NOVA SANTA ROSA;7625;N;0;0;0;0;0;0;2014;195
4117271;S;PR;NOVA TEBAS;7389;N;0;0;0;0;0;0;6782;615
4117297;S;PR;NOVO ITACOLOMI;2827;N;0;0;0;0;0;0;1418;122
4117305;S;PR;ORTIGUEIRA;23364;N;0;0;0;0;0;0;15534;1438
4117404;S;PR;OURIZONA;3380;N;0;0;0;0;0;0;1537;157
4117453;S;PR;OURO VERDE DO OESTE;5690;N;0;0;0;0;0;0;2583;242
4117503;S;PR;PAICANDU;35941;N;0;0;0;0;0;0;11529;1177
4117602;S;PR;PALMAS;42887;N;0;0;0;0;0;0;25252;2563
4117701;S;PR;PALMEIRA;32125;N;0;0;0;0;0;0;13249;1344
4117800;S;PR;PALMITAL;14870;N;0;0;0;0;0;0;9749;1016
4117909;S;PR;PALOTINA;28692;N;0;0;0;0;0;0;7826;784
4118006;S;PR;PARAISO DO NORTE;11781;N;0;0;0;0;0;0;3548;361
4118105;S;PR;PARANACITY;10256;N;0;0;0;0;0;0;4485;443
4118204;S;PR;PARANAGUA;140450;N;0;0;0;0;0;0;49644;4884
4118303;S;PR;PARANAPOEMA;2791;N;0;0;0;0;0;0;1219;121
4118402;S;PR;PARANAVAI;81595;N;0;0;0;0;0;0;24232;2203
4118451;S;PR;PATO BRAGADO;4823;N;0;0;0;0;0;0;1526;154
4118501;S;PR;PATO BRANCO;72373;N;0;0;0;0;0;0;18269;1734
4118600;S;PR;PAULA FREITAS;5430;N;0;0;0;0;0;0;2656;251
4118709;S;PR;PAULO FRONTIN;6913;N;0;0;0;0;0;0;3303;331
4118808;S;PR;PEABIRU;13622;N;0;0;0;0;0;0;6939;660
4118857;S;PR;PEROBAL;5648;N;0;0;0;0;0;0;3751;342
4118907;S;PR;PEROLA;10208;N;0;0;0;0;0;0;3693;312
4119004;S;PR;PEROLA D'OESTE;6764;N;0;0;0;0;0;0;2726;206
4119103;S;PR;PIEN;11214;N;0;0;0;0;0;0;3970;337
4119152;S;PR;PINHAIS;117166;N;0;0;0;0;0;0;30221;2759
4119251;S;PR;PINHAL DE SAO BENTO;2620;N;0;0;0;0;0;0;1696;139
4119202;S;PR;PINHALAO;6210;N;0;0;0;0;0;0;3509;330
4119301;S;PR;PINHAO;30233;N;0;0;0;0;0;0;20098;1877
4119400;S;PR;PIRAI DO SUL;23425;N;0;0;0;0;0;0;11755;1102
4119509;S;PR;PIRAQUARA;93279;N;0;0;0;0;0;0;36122;3660
4119608;S;PR;PITANGA;32645;N;0;0;0;0;0;0;17169;1675
4119657;S;PR;PITANGUEIRAS;2814;N;0;0;0;0;0;0;1328;131
4119707;S;PR;PLANALTINA DO PARANA;4095;N;0;0;0;0;0;0;2199;179
4119806;S;PR;PLANALTO;13668;N;0;0;0;0;0;0;5584;402
4119905;S;PR;PONTA GROSSA;311697;N;0;0;0;0;0;0;92886;9572
4119954;S;PR;PONTAL DO PARANA;20919;N;0;0;0;0;0;0;9183;904
4120002;S;PR;PORECATU;14183;N;0;0;0;0;0;0;5712;561
4120101;S;PR;PORTO AMAZONAS;4515;N;0;0;0;0;0;0;2412;206
4120150;S;PR;PORTO BARREIRO;3659;N;0;0;0;0;0;0;1848;165
4120200;S;PR;PORTO RICO;2531;N;0;0;0;0;0;0;1210;122
4120309;S;PR;PORTO VITORIA;4020;N;0;0;0;0;0;0;1353;109
4120333;S;PR;PRADO FERREIRA;3434;N;0;0;0;0;0;0;2085;183
4120358;S;PR;PRANCHITA;5632;N;0;0;0;0;0;0;2639;221
4120408;S;PR;PRESIDENTE CASTELO BRANCO;4775;N;0;0;0;0;0;0;2286;221
4120507;S;PR;PRIMEIRO DE MAIO;10832;N;0;0;0;0;0;0;4782;428
4120606;S;PR;PRUDENTOPOLIS;48793;N;0;0;0;0;0;0;26717;2372
4120655;S;PR;QUARTO CENTENARIO;4856;N;0;0;0;0;0;0;2831;267
4120705;S;PR;QUATIGUA;7044;N;0;0;0;0;0;0;3010;286
4120804;S;PR;QUATRO BARRAS;19786;N;0;0;0;0;0;0;5735;570
4120853;S;PR;QUATRO PONTES;3804;N;0;0;0;0;0;0;535;43
4120903;S;PR;QUEDAS DO IGUACU;30585;N;0;0;0;0;0;0;16061;1496
4121000;S;PR;QUERENCIA DO NORTE;11749;N;0;0;0;0;0;0;6974;662
4121109;S;PR;QUINTA DO SOL;5085;N;0;0;0;0;0;0;2467;247
4121208;S;PR;QUITANDINHA;17088;N;0;0;0;0;0;0;7986;769
4121257;S;PR;RAMILANDIA;4134;N;0;0;0;0;0;0;2972;251
4121307;S;PR;RANCHO ALEGRE;3955;N;0;0;0;0;0;0;2210;175
4121356;S;PR;RANCHO ALEGRE D'OESTE;2847;N;0;0;0;0;0;0;1599;133
4121406;S;PR;REALEZA;16348;N;0;0;0;0;0;0;5389;509
4121505;S;PR;REBOUCAS;14176;N;0;0;0;0;0;0;8242;768
4121604;S;PR;RENASCENCA;6810;N;0;0;0;0;0;0;3284;297
4121703;S;PR;RESERVA;25177;N;0;0;0;0;0;0;13911;1224
4121752;S;PR;RESERVA DO IGUACU;7327;N;0;0;0;0;0;0;5171;437
4121802;S;PR;RIBEIRAO CLARO;10690;N;0;0;0;0;0;0;5336;484
4121901;S;PR;RIBEIRAO DO PINHAL;13522;N;0;0;0;0;0;0;8736;796
4122008;S;PR;RIO AZUL;14093;N;0;0;0;0;0;0;7375;699
4122107;S;PR;RIO BOM;3334;N;0;0;0;0;0;0;1913;147
4122156;S;PR;RIO BONITO DO IGUACU;13660;N;0;0;0;0;0;0;10267;889
4122172;S;PR;RIO BRANCO DO IVAI;3897;N;0;0;0;0;0;0;3427;381
4122206;S;PR;RIO BRANCO DO SUL;30662;N;0;0;0;0;0;0;21458;2105
4122305;S;PR;RIO NEGRO;31261;N;0;0;0;0;0;0;9753;927
4122404;S;PR;ROLANDIA;57870;N;0;0;0;0;0;0;21160;1859
4122503;S;PR;RONCADOR;11544;N;0;0;0;0;0;0;6472;615
4122602;S;PR;RONDON;9005;N;0;0;0;0;0;0;3607;325
4122651;S;PR;ROSARIO DO IVAI;5586;N;0;0;0;0;0;0;3551;349
4122701;S;PR;SABAUDIA;6095;N;0;0;0;0;0;0;2393;225
4122800;S;PR;SALGADO FILHO;4403;N;0;0;0;0;0;0;2685;235
4122909;S;PR;SALTO DO ITARARE;5178;N;0;0;0;0;0;0;3358;282
4123006;S;PR;SALTO DO LONTRA;13672;N;0;0;0;0;0;0;4632;379
4123105;S;PR;SANTA AMELIA;3804;N;0;0;0;0;0;0;3403;310
4123204;S;PR;SANTA CECILIA DO PAVAO;3646;N;0;0;0;0;0;0;2262;195
4123303;S;PR;SANTA CRUZ DE MONTE CASTELO;8093;N;0;0;0;0;0;0;5476;469
4123402;S;PR;SANTA FE;10436;N;0;0;0;0;0;0;2674;246
4123501;S;PR;SANTA HELENA;23425;N;0;0;0;0;0;0;7685;757
4123600;S;PR;SANTA INES;1818;N;0;0;0;0;0;0;1023;98
4123709;S;PR;SANTA ISABEL DO IVAI;8755;N;0;0;0;0;0;0;3443;316
4123808;S;PR;SANTA IZABEL DO OESTE;13134;N;0;0;0;0;0;0;5874;545
4123824;S;PR;SANTA LUCIA;3926;N;0;0;0;0;0;0;1918;170
4123857;S;PR;SANTA MARIA DO OESTE;11497;N;0;0;0;0;0;0;7789;780
4123907;S;PR;SANTA MARIANA;12437;N;0;0;0;0;0;0;7207;714
4123956;S;PR;SANTA MONICA;3570;N;0;0;0;0;0;0;2682;223
4124020;S;PR;SANTA TEREZA DO OESTE;10342;N;0;0;0;0;0;0;5913;612
4124053;S;PR;SANTA TEREZINHA DE ITAIPU;20834;N;0;0;0;0;0;0;10802;1033
4124004;S;PR;SANTANA DO ITARARE;5249;N;0;0;0;0;0;0;3701;321
4124103;S;PR;SANTO ANTONIO DA PLATINA;42688;N;0;0;0;0;0;0;20050;1822
4124202;S;PR;SANTO ANTONIO DO CAIUA;2732;N;0;0;0;0;0;0;1560;133
4124301;S;PR;SANTO ANTONIO DO PARAISO;2412;N;0;0;0;0;0;0;1332;138
4124400;S;PR;SANTO ANTONIO DO SUDOESTE;18905;N;0;0;0;0;0;0;11949;1083
4124509;S;PR;SANTO INACIO;5269;N;0;0;0;0;0;0;1692;156
4124608;S;PR;SAO CARLOS DO IVAI;6352;N;0;0;0;0;0;0;2706;261
4124707;S;PR;SAO JERONIMO DA SERRA;11336;N;0;0;0;0;0;0;6659;646
4124806;S;PR;SAO JOAO;10607;N;0;0;0;0;0;0;3741;299
4124905;S;PR;SAO JOAO DO CAIUA;5909;N;0;0;0;0;0;0;3774;347
4125001;S;PR;SAO JOAO DO IVAI;11523;N;0;0;0;0;0;0;5760;546
4125100;S;PR;SAO JOAO DO TRIUNFO;13704;N;0;0;0;0;0;0;10304;862
4125308;S;PR;SAO JORGE DO IVAI;5508;N;0;0;0;0;0;0;2213;213
4125357;S;PR;SAO JORGE DO PATROCINIO;6047;N;0;0;0;0;0;0;1556;121
4125209;S;PR;SAO JORGE D'OESTE;9085;N;0;0;0;0;0;0;5047;472
4125407;S;PR;SAO JOSE DA BOA VISTA;6511;N;0;0;0;0;0;0;3596;304
4125456;S;PR;SAO JOSE DAS PALMEIRAS;3831;N;0;0;0;0;0;0;2535;263
4125506;S;PR;SAO JOSE DOS PINHAIS;263488;N;0;0;0;0;0;0;67236;6390
4125555;S;PR;SAO MANOEL DO PARANA;2098;N;0;0;0;0;0;0;951;91
4125605;S;PR;SAO MATEUS DO SUL;41257;N;0;0;0;0;0;0;14990;1546
4125704;S;PR;SAO MIGUEL DO IGUACU;25755;N;0;0;0;0;0;0;12251;1169
4125753;S;PR;SAO PEDRO DO IGUACU;6492;N;0;0;0;0;0;0;3156;295
4125803;S;PR;SAO PEDRO DO IVAI;10164;N;0;0;0;0;0;0;3962;373
4125902;S;PR;SAO PEDRO DO PARANA;2494;N;0;0;0;0;0;0;1379;132
4126009;S;PR;SAO SEBASTIAO DA AMOREIRA;8629;N;0;0;0;0;0;0;4592;470
4126108;S;PR;SAO TOME;5349;N;0;0;0;0;0;0;2352;253
4126207;S;PR;SAPOPEMA;6736;N;0;0;0;0;0;0;4392;400
4126256;S;PR;SARANDI;82842;N;0;0;0;0;0;0;38196;3793
4126272;S;PR;SAUDADE DO IGUACU;5007;N;0;0;0;0;0;0;2823;262
4126306;S;PR;SENGES;18410;N;0;0;0;0;0;0;10951;1017
4126355;S;PR;SERRANOPOLIS DO IGUACU;4568;N;0;0;0;0;0;0;1486;132
4126405;S;PR;SERTANEJA;5817;N;0;0;0;0;0;0;2824;246
4126504;S;PR;SERTANOPOLIS;15637;N;0;0;0;0;0;0;6386;574
4126603;S;PR;SIQUEIRA CAMPOS;18446;N;0;0;0;0;0;0;9022;843
4126652;S;PR;SULINA;3394;N;0;0;0;0;0;0;1833;135
4126678;S;PR;TAMARANA;12232;N;0;0;0;0;0;0;4629;379
4126702;S;PR;TAMBOARA;4664;N;0;0;0;0;0;0;2029;187
4126801;S;PR;TAPEJARA;14600;N;0;0;0;0;0;0;4315;484
4126900;S;PR;TAPIRA;5834;N;0;0;0;0;0;0;1904;161
4127007;S;PR;TEIXEIRA SOARES;10277;N;0;0;0;0;0;0;5945;568
4127106;S;PR;TELEMACO BORBA;69878;N;0;0;0;0;0;0;27909;2522
4127205;S;PR;TERRA BOA;15791;N;0;0;0;0;0;0;4833;481
4127304;S;PR;TERRA RICA;15256;N;0;0;0;0;0;0;8339;738
4127403;S;PR;TERRA ROXA;16763;N;0;0;0;0;0;0;6600;631
4127502;S;PR;TIBAGI;19332;N;0;0;0;0;0;0;10719;1080
4127601;S;PR;TIJUCAS DO SUL;14526;N;0;0;0;0;0;0;7048;704
4127700;S;PR;TOLEDO;119353;N;0;0;0;0;0;0;32945;3215
4127809;S;PR;TOMAZINA;8788;N;0;0;0;0;0;0;4875;462
4127858;S;PR;TRES BARRAS DO PARANA;11824;N;0;0;0;0;0;0;6789;598
4127882;S;PR;TUNAS DO PARANA;6258;N;0;0;0;0;0;0;4197;471
4127908;S;PR;TUNEIRAS DO OESTE;8697;N;0;0;0;0;0;0;3456;312
4127957;S;PR;TUPASSI;7997;N;0;0;0;0;0;0;2957;263
4127965;S;PR;TURVO;13838;N;0;0;0;0;0;0;9873;940
4128005;S;PR;UBIRATA;21562;N;0;0;0;0;0;0;10007;970
4128104;S;PR;UMUARAMA;100716;N;0;0;0;0;0;0;22853;2004
4128203;S;PR;UNIAO DA VITORIA;52753;N;0;0;0;0;0;0;16883;1557
4128302;S;PR;UNIFLOR;2465;N;0;0;0;0;0;0;1257;135
4128401;S;PR;URAI;11472;N;0;0;0;0;0;0;6557;521
4128534;S;PR;VENTANIA;9967;N;0;0;0;0;0;0;5408;506
4128559;S;PR;VERA CRUZ DO OESTE;8973;N;0;0;0;0;0;0;4755;392
4128609;S;PR;VERE;7879;N;0;0;0;0;0;0;3722;324
4128658;S;PR;VIRMOND;3950;N;0;0;0;0;0;0;1960;167
4128708;S;PR;VITORINO;6509;N;0;0;0;0;0;0;2913;318
4128500;S;PR;WENCESLAU BRAZ;19294;N;0;0;0;0;0;0;8429;777
4128807;S;PR;XAMBRE;6011;N;0;0;0;0;0;0;4353;351
4300034;S;RS;ACEGUA;4394;N;0;0;0;0;0;0;2647;243
4300059;S;RS;AGUA SANTA;3726;N;0;0;0;0;0;0;954;84
4300109;S;RS;AGUDO;16729;N;0;0;0;0;0;0;5884;635
4300208;S;RS;AJURICABA;7255;N;0;0;0;0;0;0;2992;248
4300307;S;RS;ALECRIM;7045;N;0;0;0;0;0;0;4248;381
4300406;S;RS;ALEGRETE;77673;N;0;0;0;0;0;0;32773;3282
4300455;S;RS;ALEGRIA;4301;N;0;0;0;0;0;0;1901;157
4300471;S;RS;ALMIRANTE TAMANDARE DO SUL;2062;N;0;0;0;0;0;0;547;56
4300505;S;RS;ALPESTRE;8027;N;0;0;0;0;0;0;2480;176
4300554;S;RS;ALTO ALEGRE;1848;N;0;0;0;0;0;0;743;66
4300570;S;RS;ALTO FELIZ;2908;N;0;0;0;0;0;0;188;15
4300604;S;RS;ALVORADA;195718;N;0;0;0;0;0;0;44683;4425
4300638;S;RS;AMARAL FERRADOR;6355;N;0;0;0;0;0;0;2921;273
4300646;S;RS;AMETISTA DO SUL;7323;N;0;0;0;0;0;0;4954;442
4300661;S;RS;ANDRE DA ROCHA;1216;N;0;0;0;0;0;0;370;31
4300703;S;RS;ANTA GORDA;6073;N;0;0;0;0;0;0;1659;154
4300802;S;RS;ANTONIO PRADO;12837;N;0;0;0;0;0;0;1855;195
4300851;S;RS;ARAMBARE;3693;N;0;0;0;0;0;0;1547;139
4300877;S;RS;ARARICA;4868;N;0;0;0;0;0;0;2838;247
4300901;S;RS;ARATIBA;6568;N;0;0;0;0;0;0;1762;94
4301008;S;RS;ARROIO DO MEIO;18783;N;0;0;0;0;0;0;3063;347
4301073;S;RS;ARROIO DO PADRE;2730;N;0;0;0;0;0;0;852;71
4301057;S;RS;ARROIO DO SAL;7744;N;0;0;0;0;0;0;2129;187
4301206;S;RS;ARROIO DO TIGRE;12648;N;0;0;0;0;0;0;4785;469
4301107;S;RS;ARROIO DOS RATOS;13608;N;0;0;0;0;0;0;6414;591
4301305;S;RS;ARROIO GRANDE;18469;N;0;0;0;0;0;0;11424;1005
4301404;S;RS;ARVOREZINHA;10229;N;0;0;0;0;0;0;3570;330
4301503;S;RS;AUGUSTO PESTANA;7097;N;0;0;0;0;0;0;2347;175
4301552;S;RS;AUREA;3665;N;0;0;0;0;0;0;1571;142
4301602;S;RS;BAGE;116792;N;0;0;0;0;0;0;52719;5312
4301636;S;RS;BALNEARIO PINHAL;10855;N;0;0;0;0;0;0;5399;478
4301651;S;RS;BARAO;5742;N;0;0;0;0;0;0;951;109
4301701;S;RS;BARAO DE COTEGIPE;6529;N;0;0;0;0;0;0;2073;200
4301750;S;RS;BARAO DO TRIUNFO;7018;N;0;0;0;0;0;0;3108;256
4301859;S;RS;BARRA DO GUARITA;3089;N;0;0;0;0;0;0;1803;125
4301875;S;RS;BARRA DO QUARAI;4016;N;0;0;0;0;0;0;2347;236
4301909;S;RS;BARRA DO RIBEIRO;12568;N;0;0;0;0;0;0;6660;572
4301925;S;RS;BARRA DO RIO AZUL;2003;N;0;0;0;0;0;0;636;50
4301958;S;RS;BARRA FUNDA;2367;N;0;0;0;0;0;0;595;48
4301800;S;RS;BARRACAO;5355;N;0;0;0;0;0;0;3194;286
4302006;S;RS;BARROS CASSAL;11133;N;0;0;0;0;0;0;5871;475
4302055;S;RS;BENJAMIN CONSTANT DO SUL;2307;N;0;0;0;0;0;0;1359;127
4302105;S;RS;BENTO GONCALVES;107341;N;0;0;0;0;0;0;16877;1628
4302154;S;RS;BOA VISTA DAS MISSOES;2114;N;0;0;0;0;0;0;925;77
4302204;S;RS;BOA VISTA DO BURICA;6576;N;0;0;0;0;0;0;1538;100
4302220;S;RS;BOA VISTA DO CADEADO;2441;N;0;0;0;0;0;0;924;74
4302238;S;RS;BOA VISTA DO INCRA;2425;N;0;0;0;0;0;0;872;66
4302253;S;RS;BOA VISTA DO SUL;2778;N;0;0;0;0;0;0;134;10
4302303;S;RS;BOM JESUS;11556;N;0;0;0;0;0;0;6804;744
