codMunicipio;regiao;estado;municipionome;municipiopopulacao;municipiocapital;qtdCrascomInternet;qtdCrassemInternet;qtdCreascomInternet;qtdCreassemInternet;qtd15a17anos;qtd18a24anos;qtdQualquerIdade;qtdSexoFemininoDe15a24Anos
5300108;CO;DF;BRASILIA;2562963;S;0;0;0;0;41497;115833;802930;80443
5200050;CO;GO;ABADIA DE GOIAS;6868;N;0;0;0;0;0;0;3364;330
5200100;CO;GO;ABADIANIA;15752;N;0;0;0;0;0;0;6188;583
5200134;CO;GO;ACREUNA;20283;N;0;0;0;0;0;0;10165;1030
5200159;CO;GO;ADELANDIA;2483;N;0;0;0;0;0;0;1569;148
5200175;CO;GO;AGUA FRIA DE GOIAS;5095;N;0;0;0;0;0;0;3672;304
5200209;CO;GO;AGUA LIMPA;2012;N;0;0;0;0;0;0;944;102
5200258;CO;GO;AGUAS LINDAS DE GOIAS;159505;N;0;0;0;0;0;0;62783;6467
5200308;CO;GO;ALEXANIA;23828;N;0;0;0;0;0;0;13773;1307
5200506;CO;GO;ALOANDIA;2044;N;0;0;0;0;0;0;943;90
5200555;CO;GO;ALTO HORIZONTE;4505;N;0;0;0;0;0;0;1894;186
5200605;CO;GO;ALTO PARAISO DE GOIAS;6864;N;0;0;0;0;0;0;5106;510
5200803;CO;GO;ALVORADA DO NORTE;8093;N;0;0;0;0;0;0;4945;471
5200829;CO;GO;AMARALINA;3424;N;0;0;0;0;0;0;2117;207
5200852;CO;GO;AMERICANO DO BRASIL;5508;N;0;0;0;0;0;0;3089;305
5200902;CO;GO;AMORINOPOLIS;3607;N;0;0;0;0;0;0;2130;227
5201108;CO;GO;ANAPOLIS;335032;N;0;0;0;0;0;0;104029;9845
5201207;CO;GO;ANHANGUERA;1017;N;0;0;0;0;0;0;683;59
5201306;CO;GO;ANICUNS;20272;N;0;0;0;0;0;0;10099;1036
5201405;CO;GO;APARECIDA DE GOIANIA;455735;N;0;0;0;0;0;0;138419;13301
5201454;CO;GO;APARECIDA DO RIO DOCE;2433;N;0;0;0;0;0;0;1417;129
5201504;CO;GO;APORE;3811;N;0;0;0;0;0;0;1712;164
5201603;CO;GO;ARACU;3785;N;0;0;0;0;0;0;2356;253
5201702;CO;GO;ARAGARCAS;18310;N;0;0;0;0;0;0;8885;913
5201801;CO;GO;ARAGOIANIA;8375;N;0;0;0;0;0;0;4587;429
5202155;CO;GO;ARAGUAPAZ;7513;N;0;0;0;0;0;0;3843;326
5202353;CO;GO;ARENOPOLIS;3278;N;0;0;0;0;0;0;2094;217
5202502;CO;GO;ARUANA;7506;N;0;0;0;0;0;0;3628;328
5202601;CO;GO;AURILANDIA;3650;N;0;0;0;0;0;0;1812;181
5202809;CO;GO;AVELINOPOLIS;2451;N;0;0;0;0;0;0;1622;191
5203104;CO;GO;BALIZA;3714;N;0;0;0;0;0;0;2198;220
5203203;CO;GO;BARRO ALTO;8701;N;0;0;0;0;0;0;3996;404
5203302;CO;GO;BELA VISTA DE GOIAS;24539;N;0;0;0;0;0;0;8151;760
5203401;CO;GO;BOM JARDIM DE GOIAS;8423;N;0;0;0;0;0;0;4776;451
5203500;CO;GO;BOM JESUS DE GOIAS;20729;N;0;0;0;0;0;0;8545;935
5203559;CO;GO;BONFINOPOLIS;7536;N;0;0;0;0;0;0;3746;385
5203575;CO;GO;BONOPOLIS;3503;N;0;0;0;0;0;0;2492;240
5203609;CO;GO;BRAZABRANTES;3240;N;0;0;0;0;0;0;1363;146
5203807;CO;GO;BRITANIA;5509;N;0;0;0;0;0;0;2661;200
5203906;CO;GO;BURITI ALEGRE;9056;N;0;0;0;0;0;0;3154;254
5203939;CO;GO;BURITI DE GOIAS;2561;N;0;0;0;0;0;0;1537;126
5203962;CO;GO;BURITINOPOLIS;3319;N;0;0;0;0;0;0;2162;249
5204003;CO;GO;CABECEIRAS;7346;N;0;0;0;0;0;0;5083;461
5204102;CO;GO;CACHOEIRA ALTA;10539;N;0;0;0;0;0;0;3900;410
5204201;CO;GO;CACHOEIRA DE GOIAS;1417;N;0;0;0;0;0;0;914;78
5204250;CO;GO;CACHOEIRA DOURADA;8267;N;0;0;0;0;0;0;3979;391
5204300;CO;GO;CACU;13279;N;0;0;0;0;0;0;4829;368
5204409;CO;GO;CAIAPONIA;16734;N;0;0;0;0;0;0;6896;705
5204508;CO;GO;CALDAS NOVAS;70463;N;0;0;0;0;0;0;24785;2398
5204557;CO;GO;CALDAZINHA;3322;N;0;0;0;0;0;0;2005;198
5204607;CO;GO;CAMPESTRE DE GOIAS;3387;N;0;0;0;0;0;0;2088;225
5204656;CO;GO;CAMPINACU;3654;N;0;0;0;0;0;0;2267;212
5204706;CO;GO;CAMPINORTE;11115;N;0;0;0;0;0;0;5300;469
5204805;CO;GO;CAMPO ALEGRE DE GOIAS;6057;N;0;0;0;0;0;0;2482;226
5204854;CO;GO;CAMPO LIMPO DE GOIAS;6270;N;0;0;0;0;0;0;3740;385
5204904;CO;GO;CAMPOS BELOS;18395;N;0;0;0;0;0;0;13599;1247
5204953;CO;GO;CAMPOS VERDES;5022;N;0;0;0;0;0;0;3769;380
5205000;CO;GO;CARMO DO RIO VERDE;8939;N;0;0;0;0;0;0;5280;449
5205059;CO;GO;CASTELANDIA;3638;N;0;0;0;0;0;0;2470;240
5205109;CO;GO;CATALAO;86597;N;0;0;0;0;0;0;29817;2715
5205208;CO;GO;CATURAI;4670;N;0;0;0;0;0;0;2837;280
5205307;CO;GO;CAVALCANTE;9394;N;0;0;0;0;0;0;7241;673
5205406;CO;GO;CERES;20686;N;0;0;0;0;0;0;8641;908
5205455;CO;GO;CEZARINA;7548;N;0;0;0;0;0;0;4034;332
5205471;CO;GO;CHAPADAO DO CEU;7004;N;0;0;0;0;0;0;2458;272
5205497;CO;GO;CIDADE OCIDENTAL;55883;N;0;0;0;0;0;0;23199;2073
5205513;CO;GO;COCALZINHO DE GOIAS;17391;N;0;0;0;0;0;0;10555;905
5205521;CO;GO;COLINAS DO SUL;3523;N;0;0;0;0;0;0;2281;299
5205703;CO;GO;CORREGO DO OURO;2629;N;0;0;0;0;0;0;1706;146
5205802;CO;GO;CORUMBA DE GOIAS;10344;N;0;0;0;0;0;0;5637;491
5205901;CO;GO;CORUMBAIBA;8164;N;0;0;0;0;0;0;4132;440
5206206;CO;GO;CRISTALINA;46568;N;0;0;0;0;0;0;21371;2071
5206305;CO;GO;CRISTIANOPOLIS;2933;N;0;0;0;0;0;0;1603;134
5206404;CO;GO;CRIXAS;15762;N;0;0;0;0;0;0;6700;696
5206503;CO;GO;CROMINIA;3555;N;0;0;0;0;0;0;2209;217
5206602;CO;GO;CUMARI;2961;N;0;0;0;0;0;0;1140;146
5206701;CO;GO;DAMIANOPOLIS;3297;N;0;0;0;0;0;0;2220;201
5206800;CO;GO;DAMOLANDIA;2747;N;0;0;0;0;0;0;1569;145
5206909;CO;GO;DAVINOPOLIS;2050;N;0;0;0;0;0;0;804;63
5207105;CO;GO;DIORAMA;2479;N;0;0;0;0;0;0;840;67
5208301;CO;GO;DIVINOPOLIS DE GOIAS;4967;N;0;0;0;0;0;0;4343;441
5207253;CO;GO;DOVERLANDIA;7892;N;0;0;0;0;0;0;4331;401
5207352;CO;GO;EDEALINA;3733;N;0;0;0;0;0;0;1836;167
5207402;CO;GO;EDEIA;11266;N;0;0;0;0;0;0;4676;466
5207501;CO;GO;ESTRELA DO NORTE;3318;N;0;0;0;0;0;0;1792;193
5207535;CO;GO;FAINA;6980;N;0;0;0;0;0;0;3158;290
5207600;CO;GO;FAZENDA NOVA;6318;N;0;0;0;0;0;0;3152;360
5207808;CO;GO;FIRMINOPOLIS;11603;N;0;0;0;0;0;0;4699;527
5207907;CO;GO;FLORES DE GOIAS;12058;N;0;0;0;0;0;0;7122;622
5208004;CO;GO;FORMOSA;100084;N;0;0;0;0;0;0;49510;5199
5208103;CO;GO;FORMOSO;4891;N;0;0;0;0;0;0;2427;263
5208152;CO;GO;GAMELEIRA DE GOIAS;3275;N;0;0;0;0;0;0;1104;101
5208400;CO;GO;GOIANAPOLIS;10681;N;0;0;0;0;0;0;5490;603
5208509;CO;GO;GOIANDIRA;5268;N;0;0;0;0;0;0;2288;201
5208608;CO;GO;GOIANESIA;59545;N;0;0;0;0;0;0;20000;1900
5208707;CO;GO;GOIANIA;1301892;S;0;0;0;0;16534;43239;330415;30952
5208806;CO;GO;GOIANIRA;34061;N;0;0;0;0;0;0;16954;1510
5208905;CO;GO;GOIAS;24745;N;0;0;0;0;0;0;10263;971
5209101;CO;GO;GOIATUBA;32481;N;0;0;0;0;0;0;12034;1147
5209150;CO;GO;GOUVELANDIA;4948;N;0;0;0;0;0;0;2494;211
5209200;CO;GO;GUAPO;14002;N;0;0;0;0;0;0;6956;662
5209291;CO;GO;GUARAITA;2372;N;0;0;0;0;0;0;1317;139
5209408;CO;GO;GUARANI DE GOIAS;4262;N;0;0;0;0;0;0;2847;301
5209457;CO;GO;GUARINOS;2306;N;0;0;0;0;0;0;1598;138
5209606;CO;GO;HEITORAI;3568;N;0;0;0;0;0;0;2548;217
5209705;CO;GO;HIDROLANDIA;17398;N;0;0;0;0;0;0;9512;926
5209804;CO;GO;HIDROLINA;4029;N;0;0;0;0;0;0;2719;277
5209903;CO;GO;IACIARA;12438;N;0;0;0;0;0;0;11462;1013
5209937;CO;GO;INACIOLANDIA;5702;N;0;0;0;0;0;0;2908;287
5209952;CO;GO;INDIARA;13703;N;0;0;0;0;0;0;6735;721
5210000;CO;GO;INHUMAS;48212;N;0;0;0;0;0;0;22328;2150
5210109;CO;GO;IPAMERI;24745;N;0;0;0;0;0;0;10404;1019
5210158;CO;GO;IPIRANGA DE GOIAS;2844;N;0;0;0;0;0;0;1909;188
5210208;CO;GO;IPORA;31274;N;0;0;0;0;0;0;12599;1209
5210307;CO;GO;ISRAELANDIA;2888;N;0;0;0;0;0;0;2167;198
5210406;CO;GO;ITABERAI;35412;N;0;0;0;0;0;0;14863;1567
5210562;CO;GO;ITAGUARI;4508;N;0;0;0;0;0;0;2997;272
5210604;CO;GO;ITAGUARU;5429;N;0;0;0;0;0;0;3130;304
5210802;CO;GO;ITAJA;5066;N;0;0;0;0;0;0;2836;268
5210901;CO;GO;ITAPACI;18481;N;0;0;0;0;0;0;9153;1036
5211008;CO;GO;ITAPIRAPUA;7851;N;0;0;0;0;0;0;3696;379
5211206;CO;GO;ITAPURANGA;26085;N;0;0;0;0;0;0;13344;1240
5211305;CO;GO;ITARUMA;6298;N;0;0;0;0;0;0;2922;274
5211404;CO;GO;ITAUCU;8549;N;0;0;0;0;0;0;2950;290
5211503;CO;GO;ITUMBIARA;92942;N;0;0;0;0;0;0;28130;2818
5211602;CO;GO;IVOLANDIA;2663;N;0;0;0;0;0;0;1640;137
5211701;CO;GO;JANDAIA;6164;N;0;0;0;0;0;0;3175;297
5211800;CO;GO;JARAGUA;41888;N;0;0;0;0;0;0;20314;1846
5211909;CO;GO;JATAI;88048;N;0;0;0;0;0;0;24145;2155
5212006;CO;GO;JAUPACI;3000;N;0;0;0;0;0;0;2084;183
5212055;CO;GO;JESUPOLIS;2293;N;0;0;0;0;0;0;1495;154
5212105;CO;GO;JOVIANIA;7108;N;0;0;0;0;0;0;2173;189
5212204;CO;GO;JUSSARA;19086;N;0;0;0;0;0;0;9978;943
5212253;CO;GO;LAGOA SANTA;1259;N;0;0;0;0;0;0;918;88
5212303;CO;GO;LEOPOLDO DE BULHOES;7875;N;0;0;0;0;0;0;3866;446
5212501;CO;GO;LUZIANIA;174546;N;0;0;0;0;0;0;82673;8126
5212600;CO;GO;MAIRIPOTABA;2378;N;0;0;0;0;0;0;1505;135
5212709;CO;GO;MAMBAI;6885;N;0;0;0;0;0;0;5464;543
5212808;CO;GO;MARA ROSA;10659;N;0;0;0;0;0;0;4820;497
5212907;CO;GO;MARZAGAO;2072;N;0;0;0;0;0;0;1448;126
5212956;CO;GO;MATRINCHA;4414;N;0;0;0;0;0;0;2970;320
5213004;CO;GO;MAURILANDIA;11516;N;0;0;0;0;0;0;4865;517
5213053;CO;GO;MIMOSO DE GOIAS;2685;N;0;0;0;0;0;0;2135;169
5213087;CO;GO;MINACU;31149;N;0;0;0;0;0;0;14355;1443
5213103;CO;GO;MINEIROS;52964;N;0;0;0;0;0;0;19967;2051
5213400;CO;GO;MOIPORA;1763;N;0;0;0;0;0;0;779;76
5213509;CO;GO;MONTE ALEGRE DE GOIAS;7742;N;0;0;0;0;0;0;5310;436
5213707;CO;GO;MONTES CLAROS DE GOIAS;8000;N;0;0;0;0;0;0;3174;316
5213756;CO;GO;MONTIVIDIU;10576;N;0;0;0;0;0;0;4007;416
5213772;CO;GO;MONTIVIDIU DO NORTE;4114;N;0;0;0;0;0;0;3032;275
5213806;CO;GO;MORRINHOS;41457;N;0;0;0;0;0;0;10862;1000
5213855;CO;GO;MORRO AGUDO DE GOIAS;2365;N;0;0;0;0;0;0;1690;142
5213905;CO;GO;MOSSAMEDES;5005;N;0;0;0;0;0;0;2954;295
5214002;CO;GO;MOZARLANDIA;13403;N;0;0;0;0;0;0;6414;627
5214051;CO;GO;MUNDO NOVO;6422;N;0;0;0;0;0;0;3188;334
5214101;CO;GO;MUTUNOPOLIS;3842;N;0;0;0;0;0;0;2355;245
5214408;CO;GO;NAZARIO;7874;N;0;0;0;0;0;0;3950;449
5214507;CO;GO;NEROPOLIS;24189;N;0;0;0;0;0;0;14268;1398
5214606;CO;GO;NIQUELANDIA;42380;N;0;0;0;0;0;0;21154;2157
5214705;CO;GO;NOVA AMERICA;2254;N;0;0;0;0;0;0;1825;174
5214804;CO;GO;NOVA AURORA;2069;N;0;0;0;0;0;0;1506;117
5214838;CO;GO;NOVA CRIXAS;11911;N;0;0;0;0;0;0;7442;754
5214861;CO;GO;NOVA GLORIA;8514;N;0;0;0;0;0;0;4308;438
5214879;CO;GO;NOVA IGUACU DE GOIAS;2826;N;0;0;0;0;0;0;1545;137
5214903;CO;GO;NOVA ROMA;3468;N;0;0;0;0;0;0;2293;186
5215009;CO;GO;NOVA VENEZA;8129;N;0;0;0;0;0;0;3721;351
5215207;CO;GO;NOVO BRASIL;3516;N;0;0;0;0;0;0;2012;178
5215231;CO;GO;NOVO GAMA;95013;N;0;0;0;0;0;0;40610;3839
5215256;CO;GO;NOVO PLANALTO;3953;N;0;0;0;0;0;0;2434;250
5215306;CO;GO;ORIZONA;14292;N;0;0;0;0;0;0;5612;500
5215405;CO;GO;OURO VERDE DE GOIAS;4040;N;0;0;0;0;0;0;2610;249
5215504;CO;GO;OUVIDOR;5446;N;0;0;0;0;0;0;1836;173
5215603;CO;GO;PADRE BERNARDO;27689;N;0;0;0;0;0;0;15157;1278
5215652;CO;GO;PALESTINA DE GOIAS;3382;N;0;0;0;0;0;0;1773;173
5215702;CO;GO;PALMEIRAS DE GOIAS;23333;N;0;0;0;0;0;0;10551;996
5215801;CO;GO;PALMELO;2339;N;0;0;0;0;0;0;1527;114
5215900;CO;GO;PALMINOPOLIS;3561;N;0;0;0;0;0;0;2038;162
5216007;CO;GO;PANAMA;2676;N;0;0;0;0;0;0;1571;122
5216304;CO;GO;PARANAIGUARA;9119;N;0;0;0;0;0;0;4795;412
5216403;CO;GO;PARAUNA;10860;N;0;0;0;0;0;0;4552;449
5216452;CO;GO;PEROLANDIA;2950;N;0;0;0;0;0;0;1938;207
5216809;CO;GO;PETROLINA DE GOIAS;10285;N;0;0;0;0;0;0;4431;464
5216908;CO;GO;PILAR DE GOIAS;2766;N;0;0;0;0;0;0;1562;150
5217104;CO;GO;PIRACANJUBA;24033;N;0;0;0;0;0;0;6246;483
5217203;CO;GO;PIRANHAS;11268;N;0;0;0;0;0;0;5998;646
5217302;CO;GO;PIRENOPOLIS;23065;N;0;0;0;0;0;0;12201;1076
5217401;CO;GO;PIRES DO RIO;28691;N;0;0;0;0;0;0;9108;842
5217609;CO;GO;PLANALTINA;81612;N;0;0;0;0;0;0;39767;3938
5217708;CO;GO;PONTALINA;17112;N;0;0;0;0;0;0;8208;785
5218003;CO;GO;PORANGATU;42356;N;0;0;0;0;0;0;24976;2445
5218052;CO;GO;PORTEIRAO;3347;N;0;0;0;0;0;0;1654;155
5218102;CO;GO;PORTELANDIA;3839;N;0;0;0;0;0;0;2394;267
5218300;CO;GO;POSSE;31417;N;0;0;0;0;0;0;18248;1963
5218391;CO;GO;PROFESSOR JAMIL;3244;N;0;0;0;0;0;0;1953;214
5218508;CO;GO;QUIRINOPOLIS;43243;N;0;0;0;0;0;0;17810;1935
5218607;CO;GO;RIALMA;10516;N;0;0;0;0;0;0;5168;457
5218706;CO;GO;RIANAPOLIS;4556;N;0;0;0;0;0;0;1936;180
5218789;CO;GO;RIO QUENTE;3311;N;0;0;0;0;0;0;1337;123
5218805;CO;GO;RIO VERDE;176502;N;0;0;0;0;0;0;59924;5920
5218904;CO;GO;RUBIATABA;18848;N;0;0;0;0;0;0;10874;1079
5219001;CO;GO;SANCLERLANDIA;7563;N;0;0;0;0;0;0;4316;354
5219100;CO;GO;SANTA BARBARA DE GOIAS;5751;N;0;0;0;0;0;0;3298;316
5219209;CO;GO;SANTA CRUZ DE GOIAS;3142;N;0;0;0;0;0;0;1270;170
5219258;CO;GO;SANTA FE DE GOIAS;4768;N;0;0;0;0;0;0;1721;187
5219308;CO;GO;SANTA HELENA DE GOIAS;36459;N;0;0;0;0;0;0;14110;1426
5219357;CO;GO;SANTA ISABEL;3680;N;0;0;0;0;0;0;2025;184
5219407;CO;GO;SANTA RITA DO ARAGUAIA;6928;N;0;0;0;0;0;0;3099;253
5219456;CO;GO;SANTA RITA DO NOVO DESTINO;3170;N;0;0;0;0;0;0;2223;264
5219506;CO;GO;SANTA ROSA DE GOIAS;2905;N;0;0;0;0;0;0;1490;116
5219605;CO;GO;SANTA TEREZA DE GOIAS;3991;N;0;0;0;0;0;0;2686;220
5219704;CO;GO;SANTA TEREZINHA DE GOIAS;10304;N;0;0;0;0;0;0;6606;784
5219712;CO;GO;SANTO ANTONIO DA BARRA;4430;N;0;0;0;0;0;0;2790;231
5219738;CO;GO;SANTO ANTONIO DE GOIAS;4690;N;0;0;0;0;0;0;2579;277
5219753;CO;GO;SANTO ANTONIO DO DESCOBERTO;63166;N;0;0;0;0;0;0;36787;3500
5219803;CO;GO;SAO DOMINGOS;11236;N;0;0;0;0;0;0;5495;603
5219902;CO;GO;SAO FRANCISCO DE GOIAS;6117;N;0;0;0;0;0;0;3221;337
5220058;CO;GO;SAO JOAO DA PARAUNA;1692;N;0;0;0;0;0;0;889;87
5220009;CO;GO;SAO JOAO D'ALIANCA;10254;N;0;0;0;0;0;0;6098;582
5220108;CO;GO;SAO LUIS DE MONTES BELOS;30050;N;0;0;0;0;0;0;8473;797
5220157;CO;GO;SAO LUIZ DO NORTE;4617;N;0;0;0;0;0;0;2921;249
5220207;CO;GO;SAO MIGUEL DO ARAGUAIA;22294;N;0;0;0;0;0;0;11720;1166
5220264;CO;GO;SAO MIGUEL DO PASSA QUATRO;3761;N;0;0;0;0;0;0;1615;185
5220280;CO;GO;SAO PATRICIO;1991;N;0;0;0;0;0;0;1556;180
5220405;CO;GO;SAO SIMAO;17086;N;0;0;0;0;0;0;7430;713
5220454;CO;GO;SENADOR CANEDO;84399;N;0;0;0;0;0;0;40416;3661
5220504;CO;GO;SERRANOPOLIS;7477;N;0;0;0;0;0;0;3002;274
5220603;CO;GO;SILVANIA;19096;N;0;0;0;0;0;0;8651;837
5220686;CO;GO;SIMOLANDIA;6512;N;0;0;0;0;0;0;4599;486
5220702;CO;GO;SITIO D'ABADIA;2821;N;0;0;0;0;0;0;2512;229
5221007;CO;GO;TAQUARAL DE GOIAS;3540;N;0;0;0;0;0;0;2217;195
5221080;CO;GO;TERESINA DE GOIAS;3016;N;0;0;0;0;0;0;2577;272
5221197;CO;GO;TEREZOPOLIS DE GOIAS;6562;N;0;0;0;0;0;0;4342;342
5221304;CO;GO;TRES RANCHOS;2817;N;0;0;0;0;0;0;1424;140
5221403;CO;GO;TRINDADE;104506;N;0;0;0;0;0;0;46374;4636
5221452;CO;GO;TROMBAS;3435;N;0;0;0;0;0;0;2657;272
5221502;CO;GO;TURVANIA;4839;N;0;0;0;0;0;0;3284;291
5221551;CO;GO;TURVELANDIA;4399;N;0;0;0;0;0;0;2165;181
5221577;CO;GO;UIRAPURU;2935;N;0;0;0;0;0;0;1928;153
5221601;CO;GO;URUACU;36949;N;0;0;0;0;0;0;15778;1458
5221700;CO;GO;URUANA;13821;N;0;0;0;0;0;0;8663;709
5221809;CO;GO;URUTAI;3058;N;0;0;0;0;0;0;1307;107
5221858;CO;GO;VALPARAISO DE GOIAS;132947;N;0;0;0;0;0;0;44123;4424
5221908;CO;GO;VARJAO;3661;N;0;0;0;0;0;0;1946;213
5222005;CO;GO;VIANOPOLIS;12549;N;0;0;0;0;0;0;5210;505
5222054;CO;GO;VICENTINOPOLIS;7371;N;0;0;0;0;0;0;4119;403
5222203;CO;GO;VILA BOA;4742;N;0;0;0;0;0;0;3107;299
5222302;CO;GO;VILA PROPICIO;5145;N;0;0;0;0;0;0;2581;280
5000203;CO;MS;AGUA CLARA;14429;N;0;0;0;0;0;0;5456;561
5000252;CO;MS;ALCINOPOLIS;4570;N;0;0;0;0;0;0;2035;207
5000609;CO;MS;AMAMBAI;34739;N;0;0;0;0;0;0;15771;1570
5000708;CO;MS;ANASTACIO;23846;N;0;0;0;0;0;0;10542;967
5000807;CO;MS;ANAURILANDIA;8494;N;0;0;0;0;0;0;4935;436
5000856;CO;MS;ANGELICA;9170;N;0;0;0;0;0;0;5891;578
5000906;CO;MS;ANTONIO JOAO;8215;N;0;0;0;0;0;0;6158;657
5001003;CO;MS;APARECIDA DO TABOADO;22305;N;0;0;0;0;0;0;7048;736
5001102;CO;MS;AQUIDAUANA;45623;N;0;0;0;0;0;0;21739;2055
5001243;CO;MS;ARAL MOREIRA;10255;N;0;0;0;0;0;0;4904;447
5001508;CO;MS;BANDEIRANTES;6598;N;0;0;0;0;0;0;3491;339
5001904;CO;MS;BATAGUASSU;19825;N;0;0;0;0;0;0;11926;1099
5002001;CO;MS;BATAYPORA;10938;N;0;0;0;0;0;0;6574;598
5002100;CO;MS;BELA VISTA;23175;N;0;0;0;0;0;0;14176;1302
5002159;CO;MS;BODOQUENA;7986;N;0;0;0;0;0;0;5285;468
5002209;CO;MS;BONITO;19598;N;0;0;0;0;0;0;7841;628
5002308;CO;MS;BRASILANDIA;11804;N;0;0;0;0;0;0;4841;496
5002407;CO;MS;CAARAPO;25763;N;0;0;0;0;0;0;12933;1113
5002605;CO;MS;CAMAPUA;13648;N;0;0;0;0;0;0;6642;601
5002704;CO;MS;CAMPO GRANDE;787204;S;0;0;0;0;11703;28810;246603;22503
5002803;CO;MS;CARACOL;5400;N;0;0;0;0;0;0;3767;371
5002902;CO;MS;CASSILANDIA;20932;N;0;0;0;0;0;0;9131;818
5002951;CO;MS;CHAPADAO DO SUL;19654;N;0;0;0;0;0;0;6792;669
5003108;CO;MS;CORGUINHO;4862;N;0;0;0;0;0;0;2188;184
5003157;CO;MS;CORONEL SAPUCAIA;14064;N;0;0;0;0;0;0;8688;797
5003207;CO;MS;CORUMBA;103772;N;0;0;0;0;0;0;40797;4222
5003256;CO;MS;COSTA RICA;19689;N;0;0;0;0;0;0;9390;950
5003306;CO;MS;COXIM;32180;N;0;0;0;0;0;0;13926;1295
5003454;CO;MS;DEODAPOLIS;12131;N;0;0;0;0;0;0;6931;749
5003488;CO;MS;DOIS IRMAOS DO BURITI;10362;N;0;0;0;0;0;0;7163;718
5003504;CO;MS;DOURADINA;5365;N;0;0;0;0;0;0;3450;283
5003702;CO;MS;DOURADOS;196068;N;0;0;0;0;0;0;66550;6831
5003751;CO;MS;ELDORADO;11680;N;0;0;0;0;0;0;6306;646
5003801;CO;MS;FATIMA DO SUL;19024;N;0;0;0;0;0;0;8180;810
5003900;CO;MS;FIGUEIRAO;2927;N;0;0;0;0;0;0;1207;101
5004007;CO;MS;GLORIA DE DOURADOS;9928;N;0;0;0;0;0;0;3706;361
5004106;CO;MS;GUIA LOPES DA LAGUNA;10368;N;0;0;0;0;0;0;5523;488
5004304;CO;MS;IGUATEMI;14887;N;0;0;0;0;0;0;7375;784
5004403;CO;MS;INOCENCIA;7686;N;0;0;0;0;0;0;3789;394
5004502;CO;MS;ITAPORA;20879;N;0;0;0;0;0;0;6607;697
5004601;CO;MS;ITAQUIRAI;18618;N;0;0;0;0;0;0;10802;973
5004700;CO;MS;IVINHEMA;22355;N;0;0;0;0;0;0;10344;974
5004809;CO;MS;JAPORA;7645;N;0;0;0;0;0;0;6531;634
5004908;CO;MS;JARAGUARI;6341;N;0;0;0;0;0;0;2746;257
5005004;CO;MS;JARDIM;24363;N;0;0;0;0;0;0;9293;861
5005103;CO;MS;JATEI;4017;N;0;0;0;0;0;0;2132;208
5005152;CO;MS;JUTI;5900;N;0;0;0;0;0;0;4803;483
5005202;CO;MS;LADARIO;19653;N;0;0;0;0;0;0;8989;926
5005251;CO;MS;LAGUNA CARAPA;6493;N;0;0;0;0;0;0;3597;371
5005400;CO;MS;MARACAJU;37407;N;0;0;0;0;0;0;10771;1121
5005608;CO;MS;MIRANDA;25615;N;0;0;0;0;0;0;15120;1524
5005681;CO;MS;MUNDO NOVO;17035;N;0;0;0;0;0;0;9470;822
5005707;CO;MS;NAVIRAI;46355;N;0;0;0;0;0;0;19501;1932
5005806;CO;MS;NIOAQUE;14396;N;0;0;0;0;0;0;8880;820
5006002;CO;MS;NOVA ALVORADA DO SUL;16433;N;0;0;0;0;0;0;6657;655
5006200;CO;MS;NOVA ANDRADINA;45599;N;0;0;0;0;0;0;20969;1797
5006259;CO;MS;NOVO HORIZONTE DO SUL;4944;N;0;0;0;0;0;0;2435;237
5006309;CO;MS;PARANAIBA;40174;N;0;0;0;0;0;0;16678;1500
5006358;CO;MS;PARANHOS;12355;N;0;0;0;0;0;0;8771;777
5006408;CO;MS;PEDRO GOMES;7967;N;0;0;0;0;0;0;3329;287
5006606;CO;MS;PONTA PORA;77866;N;0;0;0;0;0;0;41372;4543
5006903;CO;MS;PORTO MURTINHO;15369;N;0;0;0;0;0;0;8647;848
5007109;CO;MS;RIBAS DO RIO PARDO;20967;N;0;0;0;0;0;0;10057;980
5007208;CO;MS;RIO BRILHANTE;30647;N;0;0;0;0;0;0;11102;1103
5007307;CO;MS;RIO NEGRO;5040;N;0;0;0;0;0;0;2424;224
5007406;CO;MS;RIO VERDE DE MATO GROSSO;18892;N;0;0;0;0;0;0;9381;751
5007505;CO;MS;ROCHEDO;4922;N;0;0;0;0;0;0;2234;202
5007554;CO;MS;SANTA RITA DO PARDO;7254;N;0;0;0;0;0;0;3403;308
5007695;CO;MS;SAO GABRIEL DO OESTE;22164;N;0;0;0;0;0;0;11419;1059
5007802;CO;MS;SELVIRIA;6277;N;0;0;0;0;0;0;3037;337
5007703;CO;MS;SETE QUEDAS;10780;N;0;0;0;0;0;0;4679;397
5007901;CO;MS;SIDROLANDIA;42076;N;0;0;0;0;0;0;21571;2038
5007935;CO;MS;SONORA;14867;N;0;0;0;0;0;0;6791;578
5007950;CO;MS;TACURU;10215;N;0;0;0;0;0;0;6484;555
5007976;CO;MS;TAQUARUSSU;3512;N;0;0;0;0;0;0;2437;217
5008008;CO;MS;TERENOS;17162;N;0;0;0;0;0;0;6148;537
5008305;CO;MS;TRES LAGOAS;101722;N;0;0;0;0;0;0;39964;3691
5008404;CO;MS;VICENTINA;5901;N;0;0;0;0;0;0;3688;357
5100102;CO;MT;ACORIZAL;5516;N;0;0;0;0;0;0;3913;371
5100201;CO;MT;AGUA BOA;20844;N;0;0;0;0;0;0;6978;664
